dgp,N,method,target,target_group,true_value_mean,mean_estimate,bias,rmse,mc_sd,mean_se,coverage,mean_interval_length,point_retained,inference_retained,attempted,extreme_finite_estimate_count
3,50,fixed_rank,B_G2_minus_G1_time_average,broad,-0.035031710288697074,0.02985290837675222,0.06488461866544927,0.15676419630257843,0.17019947155455806,0.13181384869482923,1.0,0.5167007922109547,3,3,3,1
3,50,fixed_rank,B_G2_time_average,broad,0.5816173254588843,0.7586092194370432,0.17699189397815898,0.20762640570072016,0.11454731555249646,0.0978492567742101,0.6666666666666666,0.38356203838292746,3,3,3,0
3,50,fixed_rank,B_entry,local_plugin,0.5163011777740598,0.6549564287357907,0.13865525096173092,0.2820341314676726,0.574852227655524,0.464742373944583,1.0,1.8217566300420576,3,3,3,0
3,50,fixed_rank,B_fixed_time_mean,local_plugin,0.543463750302699,0.7624372562791333,0.21897350597643428,0.37525771205334957,0.20683220000258803,0.2841331109224491,1.0,1.113781328446649,3,3,3,0
3,50,fixed_rank,B_full_mean,broad,0.5991331806032328,0.7436827652486668,0.144549584645434,0.14927626019376938,0.03922783648564634,0.07147822498283694,0.3333333333333333,0.28018949329042303,3,3,3,0
3,50,selected_rank,A_G1_fixed_time,local_plugin,0.41096993382681757,0.31793091160965214,-0.09303902221716544,0.09311855937129664,0.14055250202144667,0.12826388665700444,1.0,0.5027851967297127,2,2,3,0
3,50,selected_rank,A_G1_time_average,local_plugin,0.5006035377923448,0.47160564057708954,-0.028997897215255336,0.03814828355916429,0.020750074688179642,0.033751981826945845,1.0,0.13230533757532856,2,2,3,0
3,50,selected_rank,A_G2_fixed_time,local_plugin,0.4219580273043077,0.3381563168450358,-0.08380171045927193,0.08548921677906612,0.16583402393990107,0.1326456959570302,1.0,0.5199615735600589,2,2,3,0
3,50,selected_rank,A_G2_minus_G1_fixed_time,local_plugin,0.010988093477490097,0.020225405235383617,0.009237311757893519,0.015991827738763995,0.025281521918454408,0.017585555695955896,1.0,0.06893411162439353,2,2,3,0
3,50,selected_rank,A_G2_minus_G1_time_average,local_plugin,0.012764656811654933,-0.017130018551450722,-0.029894675363105656,0.02989944997303151,0.0037379824408927103,0.03992953119748835,1.0,0.15652088613329135,2,2,3,0
3,50,selected_rank,A_G2_time_average,local_plugin,0.5133681946039999,0.4544756220256388,-0.05889257257836111,0.06410555879127654,0.01701209224728708,0.0350957819351317,0.5,0.13757293720425914,2,2,3,0
3,50,selected_rank,A_entry,local_plugin,0.4493469490681398,0.39268028643226305,-0.056666662635876774,0.09058137877842704,0.24481314823019526,0.15218160088844526,1.0,0.5965409137020028,2,2,3,0
3,50,selected_rank,A_fixed_time_mean,local_plugin,0.41646398056556266,0.32804361422734396,-0.08842036633821869,0.08902697065404032,0.15319326298067387,0.1300156836985602,1.0,0.5096521149490588,2,2,3,0
3,50,selected_rank,A_full_mean,local_plugin,0.5069858661981722,0.4630406313013644,-0.043945234896807794,0.050585697840927375,0.018881083467733224,0.02805043105622046,0.5,0.10995566924203186,2,2,3,0
3,50,selected_rank,B_G1_fixed_time,local_plugin,0.5889278300339069,0.7959356502252394,0.20700782019133251,0.4279200252238762,0.23516682494382057,0.38428276290930163,1.0,1.5063607503635512,2,2,3,0
3,50,selected_rank,B_G1_time_average,local_plugin,0.6335710834226109,0.7270183903488276,0.09344730692621661,0.09931560306147459,0.10140684757796319,0.09659949733659608,1.0,0.3786630714088024,2,2,3,0
3,50,selected_rank,B_G2_fixed_time,local_plugin,0.5145901529479877,0.7984480091413577,0.28385785619337,0.4981090077116912,0.36621316814207594,0.3666544544949468,1.0,1.4372590511625518,2,2,3,0
3,50,selected_rank,B_G2_minus_G1_fixed_time,local_plugin,-0.07433767708591926,0.0025123589161182777,0.07685003600203755,0.08436037952730302,0.13104634319825537,0.09888881626042745,1.0,0.38763703668847327,2,2,3,0
3,50,selected_rank,B_G2_minus_G1_time_average,local_plugin,-0.0685759896332285,0.07674351425748806,0.14531950389071657,0.1858707290181038,0.22443889838458247,0.1330329765402856,1.0,0.5214796855502434,2,2,3,0
3,50,selected_rank,B_G2_time_average,local_plugin,0.5649950937893825,0.8037619046063154,0.2387668108169329,0.2525382107479413,0.12303205080661962,0.09703482627952545,0.5,0.38036952950794123,2,2,3,0
3,50,selected_rank,B_entry,local_plugin,0.5809988738005847,0.8329252138490364,0.2519263400484517,0.2799793144075293,0.5724169858277812,0.5711142742265516,1.0,2.2387268170815466,2,2,3,0
3,50,selected_rank,B_fixed_time_mean,local_plugin,0.5517589914909473,0.7971918296832985,0.24543283819235112,0.4624228555846548,0.3006899965429481,0.3727392626138642,1.0,1.4611110606943818,2,2,3,0
3,50,selected_rank,B_full_mean,local_plugin,0.5992830886059967,0.7653901474775718,0.16610705887157518,0.1678767002093733,0.01081260161432806,0.07046972146429602,0.0,0.27623623214117876,2,2,3,0
3,100,fixed_rank,A_G1_fixed_time,local_plugin,0.4375427746914629,0.3891226085488781,-0.048420166142584924,0.0632276345996229,0.1730720213839587,0.07369661796107192,1.0,0.2888854339722173,3,3,3,0
3,100,fixed_rank,A_G1_time_average,broad,0.4918837079446958,0.48235949819338025,-0.009524209751315627,0.012686622889710201,0.017072538706240037,0.013965327889688378,1.0,0.05474307939216396,3,3,3,0
3,100,fixed_rank,A_G2_fixed_time,local_plugin,0.44599028853516715,0.38770607922697503,-0.058284209308192135,0.06785276112217405,0.1671866186191776,0.07354906080594133,1.0,0.28830702055278296,3,3,3,0
3,100,fixed_rank,A_G2_minus_G1_fixed_time,local_plugin,0.008447513843704115,-0.0014165293219030317,-0.009864043165607147,0.012239929057019552,0.011754779848934473,0.011041143136583408,1.0,0.04328048579171017,3,3,3,0
3,100,fixed_rank,A_G2_minus_G1_time_average,broad,0.00935484049225914,-0.00024988025967244247,-0.009604720751931582,0.009964038412992671,0.01309712508884407,0.016989040882564848,1.0,0.06659581652341134,3,3,3,0
3,100,fixed_rank,A_G2_time_average,broad,0.5012385484369551,0.4821096179337081,-0.019128930503247005,0.02014748075247288,0.0050575010744233935,0.014064020456081329,1.0,0.055129947143507975,3,3,3,1
3,100,fixed_rank,A_entry,local_plugin,0.40086898726108283,0.33054681281588055,-0.07032217444520222,0.12599160926763742,0.08019725941988931,0.10380968052147016,1.0,0.40692647013738137,3,3,3,0
3,100,fixed_rank,A_fixed_time_mean,local_plugin,0.441766531613315,0.38841434388792656,-0.053352187725388495,0.0652948046834731,0.17005323079347148,0.07340792408289293,1.0,0.2877537747646412,3,3,3,0
3,100,fixed_rank,A_full_mean,broad,0.4965611281908255,0.48223455806354404,-0.01432657012728152,0.016081516568240743,0.010753663380389173,0.011146265940289106,0.6666666666666666,0.04369255961014425,3,3,3,0
3,100,fixed_rank,B_G1_fixed_time,local_plugin,0.6847218290150062,0.718711099609075,0.033989270594068643,0.24908515293012812,0.5156292618390838,0.12599107193041312,0.6666666666666666,0.49387592671441016,3,3,3,0
3,100,fixed_rank,B_G1_time_average,broad,0.6271009354066495,0.6139797435617677,-0.013121191844881919,0.017518269346035682,0.050066753821789746,0.03240103770341821,1.0,0.12700973392084816,3,3,3,0
3,100,fixed_rank,B_G2_fixed_time,local_plugin,0.6670385291486559,0.7123196191405956,0.04528108999193966,0.1969004853454849,0.4560501518675989,0.13137996159116477,0.6666666666666666,0.5149999860178772,3,3,3,0
3,100,fixed_rank,B_G2_minus_G1_fixed_time,local_plugin,-0.017683299866350474,-0.006391480468479471,0.011291819397871002,0.05795566672588197,0.06501528561219856,0.039634571255415744,0.6666666666666666,0.15536466440660268,3,3,3,1
3,100,fixed_rank,B_G2_minus_G1_time_average,broad,0.00963550693695242,0.0365201715921047,0.026884664655152282,0.04527877865703756,0.03763510758623344,0.044014897972109605,1.0,0.1725352296170798,3,3,3,0
3,100,fixed_rank,B_G2_time_average,broad,0.6367364423436018,0.6504999151538724,0.013763472810270497,0.043404877044824465,0.03520545543048072,0.0329135810809922,1.0,0.12901886704196722,3,3,3,0
3,100,fixed_rank,B_entry,local_plugin,0.660859578817928,0.5042900175782427,-0.15656956123968543,0.344719593293282,0.3672850287930629,0.25295418403210496,0.6666666666666666,0.991562180883285,3,3,3,0
3,100,fixed_rank,B_fixed_time_mean,local_plugin,0.6758801790818311,0.7155153593748352,0.03963518029300417,0.22263623344672825,0.4856654110607223,0.1265157586452429,0.6666666666666666,0.49593266084287607,3,3,3,0
3,100,fixed_rank,B_full_mean,broad,0.6319186888751257,0.6322398293578199,0.00032114048269404893,0.024143210368756374,0.038973730055035696,0.024145824737544213,1.0,0.0946498937252059,3,3,3,0
3,100,selected_rank,A_G1_fixed_time,local_plugin,0.4375427746914629,0.6052813263511154,0.16773855165965243,0.18750017244124223,0.20083833851864832,0.06788953773747615,0.3333333333333333,0.26612209778505225,3,3,3,0
3,100,selected_rank,A_G1_time_average,broad,0.4918837079446958,0.6314611351442984,0.13957742719960253,0.1418298123786351,0.03143437855514661,0.01194187672047814,0.0,0.0468112965599089,3,3,3,0
3,100,selected_rank,A_G2_fixed_time,local_plugin,0.44599028853516715,0.6131040529234464,0.16711376438827927,0.19628797777243215,0.22551208479867157,0.06786445665131043,0.3333333333333333,0.26602378173389635,3,3,3,1
3,100,selected_rank,A_G2_minus_G1_fixed_time,local_plugin,0.008447513843704115,0.00782272657233098,-0.0006247872713731351,0.02211641715982873,0.02591645364993083,0.01268093588324592,1.0,0.049708355242847245,3,3,3,0
3,100,selected_rank,A_G2_minus_G1_time_average,broad,0.00935484049225914,0.00282876413898867,-0.006526076353270471,0.021385005649616356,0.024392050197534612,0.014731747435893248,1.0,0.05774738880738211,3,3,3,0
3,100,selected_rank,A_G2_time_average,broad,0.5012385484369551,0.6342898992832867,0.13305135084633168,0.1402744687553142,0.04743858238675432,0.011858367131516794,0.0,0.04648394498645294,3,3,3,0
3,100,selected_rank,A_entry,local_plugin,0.40086898726108283,0.5712546152809209,0.17038562801983814,0.1765837484459295,0.04954927369351361,0.10448806619091972,0.6666666666666666,0.4095856930968798,3,3,3,0
3,100,selected_rank,A_fixed_time_mean,local_plugin,0.441766531613315,0.6091926896372809,0.16742615802396585,0.19162556840032155,0.21313834395091835,0.0675473761196703,0.3333333333333333,0.2647808488894694,3,3,3,0
3,100,selected_rank,A_full_mean,broad,0.4965611281908255,0.6328755172137923,0.13631438902296683,0.14064843232440818,0.038347445792344996,0.009343349968947716,0.0,0.03662525886818191,3,3,3,0
3,100,selected_rank,B_G1_fixed_time,local_plugin,0.6847218290150062,0.0,-0.6847218290150062,0.7551688271286239,0.0,,,,3,0,3,0
3,100,selected_rank,B_G1_time_average,broad,0.6271009354066495,0.0,-0.6271009354066495,0.6279703618894881,0.0,,,,3,0,3,0
3,100,selected_rank,B_G2_fixed_time,local_plugin,0.6670385291486559,0.0,-0.6670385291486559,0.72480997537144,0.0,,,,3,0,3,0
3,100,selected_rank,B_G2_minus_G1_fixed_time,local_plugin,-0.017683299866350474,0.0,0.017683299866350474,0.04100338036400099,0.0,,,,3,0,3,0
3,100,selected_rank,B_G2_minus_G1_time_average,broad,0.00963550693695242,0.0,-0.00963550693695242,0.05575209891950206,0.0,,,,3,0,3,0
3,100,selected_rank,B_G2_time_average,broad,0.6367364423436018,0.0,-0.6367364423436018,0.6402836686052326,0.0,,,,3,0,3,0
3,100,selected_rank,B_entry,local_plugin,0.660859578817928,0.0,-0.660859578817928,0.7693740421338389,0.0,,,,3,0,3,0
3,100,selected_rank,B_fixed_time_mean,local_plugin,0.6758801790818311,0.0,-0.6758801790818311,0.7398610745485031,0.0,,,,3,0,3,0
3,100,selected_rank,B_full_mean,broad,0.6319186888751257,0.0,-0.6319186888751257,0.6335439224817903,0.0,,,,3,0,3,0
4,50,fixed_rank,A_G1_fixed_time,local_plugin,0.46879284949988603,0.3789588972025815,-0.08983395229730447,0.09870759225201925,0.05793111383175967,0.0716788160884317,1.0,0.2809757959755927,3,3,3,0
4,50,fixed_rank,A_G1_time_average,broad,0.4248686759892681,0.36397978870677,-0.06088888728249806,0.06127793392819254,0.03234235618590943,0.03761276485882761,1.0,0.14743932896455178,3,3,3,0
4,50,fixed_rank,A_G2_fixed_time,local_plugin,0.5701528703946966,0.4670931951259914,-0.10305967526870514,0.10338099244951665,0.05478888517660959,0.08972210376708067,1.0,0.3517041840012873,3,3,3,0
4,50,fixed_rank,A_G2_minus_G1_fixed_time,local_plugin,0.10136002089481055,0.08813429792340992,-0.01322572297140065,0.038544740371061134,0.03062000746519026,0.0319555539161769,1.0,0.1252634695634692,3,3,3,0
4,50,fixed_rank,A_G2_minus_G1_time_average,broad,0.09106160188430378,0.0680981153910633,-0.02296348649324048,0.05048582345243948,0.04349935327594135,0.04178929124575479,1.0,0.16381101156226874,3,3,3,0
4,50,fixed_rank,A_G2_time_average,broad,0.5159302778735717,0.4320779040978331,-0.08385237377573866,0.09853700506929765,0.07099666273946867,0.033951964664044834,0.3333333333333333,0.13308925589180887,3,3,3,0
4,50,fixed_rank,A_entry,local_plugin,0.5189918123576254,0.457150539648711,-0.061841272708914395,0.09664776646469724,0.09710017509698522,0.11778996358977924,1.0,0.46172817275250316,3,3,3,0
4,50,fixed_rank,A_fixed_time_mean,local_plugin,0.5194728599472914,0.42302604616428646,-0.09644681378300485,0.099216858101085,0.0542634474582101,0.07958691144880033,1.0,0.3119749601608543,3,3,3,0
4,50,fixed_rank,A_full_mean,broad,0.4703994769314199,0.39802884640230163,-0.07237063052911831,0.0780708568215415,0.0506974223017577,0.02908048800589332,0.3333333333333333,0.11399341828879987,3,3,3,1
4,50,fixed_rank,B_G1_fixed_time,local_plugin,0.2767830049457034,0.19871973687050762,-0.07806326807519574,0.14414184443653574,0.16800564393500303,0.09293238904846013,0.6666666666666666,0.3642882710644928,3,3,3,0
4,50,fixed_rank,B_G1_time_average,broad,0.42551068052974017,0.48397904128259567,0.05846836075285544,0.09825407152529012,0.11206215338955679,0.07689777008781785,0.6666666666666666,0.301433719727129,3,3,3,0
4,50,fixed_rank,B_G2_fixed_time,local_plugin,0.40542584272517557,0.2698866156952349,-0.13553922702994067,0.21627101264007864,0.22758167509921448,0.13096871134658242,0.3333333333333333,0.5133879146818477,3,3,3,0
4,50,fixed_rank,B_G2_minus_G1_fixed_time,local_plugin,0.12864283777947225,0.07116687882472726,-0.05747595895474498,0.0767162255619756,0.05960327634643486,0.0503605585970176,0.6666666666666666,0.197409762182947,3,3,3,0
4,50,fixed_rank,B_G2_minus_G1_time_average,broad,0.19198688195083427,0.17467408163808687,-0.01731280031274741,0.11496789919902194,0.14150994339235792,0.1047461748426572,0.6666666666666666,0.4105974604198872,3,3,3,0
4,50,fixed_rank,B_G2_time_average,broad,0.6174975624805745,0.6586531229206821,0.04115556044010767,0.16439527631853013,0.22762621352698054,0.08691431319393066,0.3333333333333333,0.340697847202277,3,3,3,0
4,50,fixed_rank,B_entry,local_plugin,0.23448547908587636,-0.0037219866173246233,-0.23820746570320095,0.23952998576808393,0.0835845342155448,0.1663844405055596,1.0,0.6522150219574884,3,3,3,0
4,50,fixed_rank,B_fixed_time_mean,local_plugin,0.3411044238354395,0.23430317628287126,-0.10680124755256822,0.17973220717736374,0.19779160745512525,0.11072285466412736,0.3333333333333333,0.43402561481430474,3,3,3,0
4,50,fixed_rank,B_full_mean,broad,0.5215041215051573,0.5713160821016391,0.04981196059648183,0.12261904526627261,0.16486219589020518,0.06322468265442972,0.6666666666666666,0.24783620187331304,3,3,3,0
4,50,selected_rank,A_G1_fixed_time,local_plugin,0.4945537274089601,0.4058764752970693,-0.08867725211189081,0.10112429248687829,0.05110984211155806,0.07142400209920478,1.0,0.27997694349230917,2,2,3,0
4,50,selected_rank,A_G1_time_average,broad,0.4131120722747199,0.3520500097855307,-0.06106206248918919,0.0617648897530594,0.03424571773541462,0.039918515155024606,1.0,0.15647770404032912,2,2,3,0
4,50,selected_rank,A_G2_fixed_time,local_plugin,0.6058349160668985,0.49939431183183924,-0.10644060423505927,0.10657044839103084,0.010793132447267107,0.09102896920753661,1.0,0.3568270023931547,2,2,3,0
4,50,selected_rank,A_G2_minus_G1_fixed_time,local_plugin,0.11128118865793842,0.09351783653476997,-0.017763352123168444,0.046844657973299696,0.04031670966429099,0.035653013357475005,1.0,0.13975724424195296,2,2,3,0
4,50,selected_rank,A_G2_minus_G1_time_average,broad,0.09279467294424079,0.0644348367475438,-0.02835983619669699,0.0596096092118139,0.058061940358747434,0.045616571948903326,1.0,0.17881367623606126,2,2,3,0
4,50,selected_rank,A_G2_time_average,broad,0.5059067452189606,0.41648484653307416,-0.08942189868588646,0.10865506128276113,0.0923076580941619,0.03582806912555693,0.5,0.1404434502434061,2,2,3,0
4,50,selected_rank,A_entry,local_plugin,0.5415756591438149,0.4747361216543059,-0.06683953748950902,0.11396656938381011,0.13516478770403706,0.12058145208872884,1.0,0.4726706065949012,2,2,3,0
4,50,selected_rank,A_fixed_time_mean,local_plugin,0.5501943217379294,0.45263539356445426,-0.09755892817347511,0.10120813211130665,0.0309514872794126,0.07985404637392776,1.0,0.3130221098253795,2,2,3,0
4,50,selected_rank,A_full_mean,broad,0.4595094087468403,0.3842674281593022,-0.07524198058753812,0.0831990720903055,0.06327668791478873,0.030306716842549326,0.5,0.11880014700210029,2,2,3,0
4,50,selected_rank,B_G1_fixed_time,local_plugin,0.2190800181158821,0.1636455637150246,-0.05543445440085751,0.15640909466271513,0.22244901413263002,0.10654063440783698,0.5,0.41763161265881876,2,2,3,0
4,50,selected_rank,B_G1_time_average,broad,0.4486158930856622,0.532308196253936,0.08369230316827383,0.12026550175454075,0.1039176863039187,0.08320572789037911,0.5,0.3261604599451659,2,2,3,0
4,50,selected_rank,B_G2_fixed_time,local_plugin,0.31299246416656884,0.2236623795129497,-0.08933008465361914,0.21493650455133154,0.3026939431640848,0.1520980453120404,0.5,0.5962133818610809,2,2,3,0
4,50,selected_rank,B_G2_minus_G1_fixed_time,local_plugin,0.09391244605068678,0.06001681579792513,-0.033895630252761655,0.059776873442203754,0.08024492903145479,0.0547694040916956,1.0,0.2146921189488881,2,2,3,0
4,50,selected_rank,B_G2_minus_G1_time_average,broad,0.19218370671124843,0.25478124223500465,0.06259753552375621,0.06554130321497408,0.04331480563306588,0.11448311804102812,1.0,0.4487655763965257,2,2,3,0
4,50,selected_rank,B_G2_time_average,broad,0.6407995997969107,0.7870894384889406,0.14628983869203,0.16088027191976048,0.06060288067085267,0.0930120565455352,0.5,0.36460056191450396,2,2,3,0
4,50,selected_rank,B_entry,local_plugin,0.19580872411803088,-0.04119885853552398,-0.23700758265355487,0.2389544459022439,0.07555924107228688,0.1875985725781229,1.0,0.7353728916084885,2,2,3,0
4,50,selected_rank,B_fixed_time_mean,local_plugin,0.2660362411412255,0.19365397161398715,-0.07238226952723835,0.18557325855668444,0.2625714786483574,0.1284652769379908,0.5,0.503574632124852,2,2,3,0
4,50,selected_rank,B_full_mean,broad,0.5447077464412864,0.6596988173714382,0.11499107093015182,0.13819989434093083,0.08226028348738569,0.06725967285092185,0.5,0.26365307279950656,2,2,3,0
4,100,fixed_rank,A_G1_fixed_time,local_plugin,0.42580515036359334,0.4201575875841847,-0.005647562779408662,0.06778756522031165,0.13283536259256185,0.06272072910995542,1.0,0.2458607402792112,3,3,3,1
4,100,fixed_rank,A_G1_time_average,broad,0.44222273552027386,0.4270796606861456,-0.015143074834128153,0.02290975993163473,0.029532942919681168,0.01564995723139783,1.0,0.06134670506626385,3,3,3,0
4,100,fixed_rank,A_G2_fixed_time,local_plugin,0.5240697502702857,0.5169919143667424,-0.0070778359035432725,0.0961317950839588,0.1620526393988121,0.07673090882572241,0.6666666666666666,0.30077963559888504,3,3,3,0
4,100,fixed_rank,A_G2_minus_G1_fixed_time,local_plugin,0.09826459990669233,0.09683432678255777,-0.001430273124134562,0.031136602149078332,0.03458224203376133,0.02038669510906577,0.6666666666666666,0.07991437635513554,3,3,3,0
4,100,fixed_rank,A_G2_minus_G1_time_average,broad,0.10185687400164838,0.1009956493699639,-0.0008612246316844624,0.025345295448763936,0.02715415618674678,0.017610065236623406,0.6666666666666666,0.0690301872583654,3,3,3,0
4,100,fixed_rank,A_G2_time_average,broad,0.5440796095219221,0.5280753100561095,-0.01600429946581265,0.018398363444425237,0.0210539563554135,0.013097446320722505,1.0,0.0513410461561255,3,3,3,1
4,100,fixed_rank,A_entry,local_plugin,0.46810701515531905,0.4945954272208252,0.026488412065506117,0.16747994147173012,0.2934984829372872,0.08490489087353392,0.6666666666666666,0.33282105644685994,3,3,3,0
4,100,fixed_rank,A_fixed_time_mean,local_plugin,0.47493745031693946,0.4685747509754636,-0.0063626993414759485,0.08170597293915309,0.1471535350563791,0.06933156933170904,0.6666666666666666,0.271774757763583,3,3,3,1
4,100,fixed_rank,A_full_mean,broad,0.49315117252109797,0.47757748537112793,-0.015573687149970039,0.016464581331842434,0.02175763884944435,0.011436685338820404,1.0,0.04483098273321052,3,3,3,0
4,100,fixed_rank,B_G1_fixed_time,local_plugin,0.2766493951018036,0.34980616721146945,0.07315677210966588,0.08026374037637762,0.07724049527643731,0.10762903467238333,1.0,0.4218980632973681,3,3,3,0
4,100,fixed_rank,B_G1_time_average,broad,0.46580122712971445,0.48101854016929874,0.01521731303958429,0.03618176669799597,0.009351987250065624,0.030195234643414167,1.0,0.11836314481165582,3,3,3,0
4,100,fixed_rank,B_G2_fixed_time,local_plugin,0.42158502452004215,0.5443820719951853,0.12279704747514314,0.12393713427959918,0.13742795832031232,0.16801980026019359,1.0,0.658625514399186,3,3,3,0
4,100,fixed_rank,B_G2_minus_G1_fixed_time,local_plugin,0.14493562941823868,0.1945759047837159,0.04964027536547722,0.05813676913331317,0.07872339109775098,0.06627716989137564,1.0,0.2598017319686774,3,3,3,0
4,100,fixed_rank,B_G2_minus_G1_time_average,broad,0.23856256865221523,0.24468589905552565,0.006123330403310451,0.056509445447552764,0.0885340145194405,0.04045170912615214,1.0,0.15856778600069682,3,3,3,0
4,100,fixed_rank,B_G2_time_average,broad,0.7043637957819296,0.7257044392248243,0.021340643442894696,0.0352717232382836,0.09375839333671235,0.030583815857685086,1.0,0.1198863551817355,3,3,3,0
4,100,fixed_rank,B_entry,local_plugin,0.2993539089027688,0.4013009633138012,0.10194705441103247,0.2602080490865588,0.3444014277921754,0.20023227477223307,1.0,0.7848960941922097,3,3,3,0
4,100,fixed_rank,B_fixed_time_mean,local_plugin,0.3491172098109228,0.44709411960332734,0.09797690979240448,0.10028145219833991,0.10429250137395808,0.13718918068532696,1.0,0.5377717064235976,3,3,3,0
4,100,fixed_rank,B_full_mean,broad,0.5850825114558221,0.6033614896970614,0.01827897824123929,0.02186956777340723,0.04979437781086752,0.022670832572664654,1.0,0.08886803068392052,3,3,3,1
4,100,selected_rank,A_G1_fixed_time,local_plugin,0.42580515036359334,0.47613172397043835,0.050326573606845004,0.08698002671398126,0.11069553913098192,0.05749577373138884,0.6666666666666666,0.2253792915535725,3,3,3,0
4,100,selected_rank,A_G1_time_average,broad,0.44222273552027386,0.5634702319302815,0.12124749641000761,0.12146231498480745,0.028155629786237573,0.013466782675106516,0.0,0.05278881806167348,3,3,3,0
4,100,selected_rank,A_G2_fixed_time,local_plugin,0.5240697502702857,0.5773417490558999,0.05327199878561417,0.103835417117585,0.1318853089466678,0.06892002885350351,1.0,0.27016154873265646,3,3,3,0
4,100,selected_rank,A_G2_minus_G1_fixed_time,local_plugin,0.09826459990669233,0.10121002508546151,0.0029454251787691815,0.01879718099904552,0.021280054779253207,0.017297486233871767,1.0,0.06780490008293207,3,3,3,0
4,100,selected_rank,A_G2_minus_G1_time_average,broad,0.10185687400164838,0.11887266297069247,0.017015788969044102,0.01765972304965742,0.0008316619261870005,0.01610134813891188,1.0,0.06311612490961661,3,3,3,0
4,100,selected_rank,A_G2_time_average,broad,0.5440796095219221,0.6823428949009739,0.13826328537905166,0.13828581776274743,0.028788661102304512,0.01176512721638725,0.0,0.04611845123530198,3,3,3,0
4,100,selected_rank,A_entry,local_plugin,0.46810701515531905,0.5424395189539422,0.07433250379862309,0.1210920968357456,0.1583162649280307,0.08275131407828734,1.0,0.3243791905336111,3,3,3,0
4,100,selected_rank,A_fixed_time_mean,local_plugin,0.47493745031693946,0.5267367365131692,0.0517992861962297,0.09531697615952874,0.12128647231606829,0.0628571073316695,1.0,0.2463953330848816,3,3,3,0
4,100,selected_rank,A_full_mean,broad,0.49315117252109797,0.6229065634156279,0.12975539089452992,0.12984631001049898,0.02847086814573157,0.009732519033424715,0.0,0.03815077356872603,3,3,3,0
4,100,selected_rank,B_G1_fixed_time,local_plugin,0.2766493951018036,0.0,-0.2766493951018036,0.2871012679733673,0.0,,,,3,0,3,0
4,100,selected_rank,B_G1_time_average,broad,0.46580122712971445,0.0,-0.46580122712971445,0.46699249534986015,0.0,,,,3,0,3,0
4,100,selected_rank,B_G2_fixed_time,local_plugin,0.42158502452004215,0.0,-0.42158502452004215,0.4407165480443122,0.0,,,,3,0,3,0
4,100,selected_rank,B_G2_minus_G1_fixed_time,local_plugin,0.14493562941823868,0.0,-0.14493562941823868,0.1538975756351767,0.0,,,,3,0,3,0
4,100,selected_rank,B_G2_minus_G1_time_average,broad,0.23856256865221523,0.0,-0.23856256865221523,0.23956601597343596,0.0,,,,3,0,3,0
4,100,selected_rank,B_G2_time_average,broad,0.7043637957819296,0.0,-0.7043637957819296,0.7060487045798388,0.0,,,,3,0,3,0
4,100,selected_rank,B_entry,local_plugin,0.2993539089027688,0.0,-0.2993539089027688,0.3174837779568338,0.0,,,,3,0,3,0
4,100,selected_rank,B_fixed_time_mean,local_plugin,0.3491172098109228,0.0,-0.3491172098109228,0.3638790883650896,0.0,,,,3,0,3,0
4,100,selected_rank,B_full_mean,broad,0.5850825114558221,0.0,-0.5850825114558221,0.5864685950446391,0.0,,,,3,0,3,0
