dgp,N,method,target,attempted,target_support_rate,gram_min_eigenvalue_min,gram_max_eigenvalue_max,condition_number_max,riesz_residual_max,riesz_convergence_rate,target_rayleigh_min,invalid_variance_count,nonfinite_SE_count
4,50,selected_rank,A_G1_time_average,3,0.0,,,,,0.0,,3,3
4,50,selected_rank,A_G2_fixed_time,3,0.0,,,,,0.0,,3,3
4,50,selected_rank,A_G2_minus_G1_fixed_time,3,0.0,,,,,0.0,,3,3
4,50,selected_rank,A_G2_minus_G1_time_average,3,0.0,,,,,0.0,,3,3
4,50,selected_rank,A_G2_time_average,3,0.0,,,,,0.0,,3,3
4,50,selected_rank,A_entry,3,0.0,,,,,0.0,,3,3
4,50,selected_rank,A_fixed_time_mean,3,0.0,,,,,0.0,,3,3
4,50,selected_rank,A_full_mean,3,0.0,,,,,0.0,,3,3
4,50,selected_rank,B_G1_fixed_time,3,0.0,,,,,0.0,,3,3
4,50,selected_rank,B_G1_time_average,3,0.0,,,,,0.0,,3,3
