diagnostic_label,c_kappa,N,eligible_saved_replications,Exact,Under_only,Over_only,Mixed,modal_selected_rank,modal_count,selected_rank_distribution
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0675258464757957e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0675258464757957e-06,100,12,3,0,9,0,"(1,1,3)",7,"{""(1,1,1)"": 3, ""(1,1,2)"": 2, ""(1,1,3)"": 7}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0677261309167396e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0677261309167396e-06,100,12,3,0,9,0,"(1,1,3)",7,"{""(1,1,1)"": 3, ""(1,1,2)"": 2, ""(1,1,3)"": 7}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0679264529341577e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0679264529341577e-06,100,12,4,0,8,0,"(1,1,3)",7,"{""(1,1,1)"": 4, ""(1,1,2)"": 1, ""(1,1,3)"": 7}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.069836480934838e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.069836480934838e-06,100,12,4,0,8,0,"(1,1,3)",7,"{""(1,1,1)"": 4, ""(1,1,2)"": 1, ""(1,1,3)"": 7}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0717499250948927e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0717499250948927e-06,100,12,5,0,7,0,"(1,1,3)",6,"{""(1,1,1)"": 5, ""(1,1,2)"": 1, ""(1,1,3)"": 6}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0724939528358159e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0724939528358159e-06,100,12,5,0,7,0,"(1,1,3)",6,"{""(1,1,1)"": 5, ""(1,1,2)"": 1, ""(1,1,3)"": 6}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0732384970939475e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0732384970939475e-06,100,12,5,0,7,0,"(1,1,3)",6,"{""(1,1,1)"": 5, ""(1,1,2)"": 1, ""(1,1,3)"": 6}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0767970206539622e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0767970206539622e-06,100,12,5,0,7,0,"(1,1,1)",5,"{""(1,1,1)"": 5, ""(1,1,2)"": 2, ""(1,1,3)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0803673431663637e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0803673431663637e-06,100,12,5,0,7,0,"(1,1,1)",5,"{""(1,1,1)"": 5, ""(1,1,2)"": 2, ""(1,1,3)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0854909134647617e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0854909134647617e-06,100,12,5,0,7,0,"(1,1,1)",5,"{""(1,1,1)"": 5, ""(1,1,2)"": 2, ""(1,1,3)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0906387819546673e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0906387819546673e-06,100,12,5,0,7,0,"(1,1,1)",5,"{""(1,1,1)"": 5, ""(1,1,2)"": 2, ""(1,1,3)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0921504517634992e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0921504517634992e-06,100,12,5,0,7,0,"(1,1,1)",5,"{""(1,1,1)"": 5, ""(1,1,2)"": 2, ""(1,1,3)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0936642168083055e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0936642168083055e-06,100,12,5,0,7,0,"(1,1,1)",5,"{""(1,1,1)"": 5, ""(1,1,2)"": 3, ""(1,1,3)"": 4}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.094818344113209e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.094818344113209e-06,100,12,5,0,7,0,"(1,1,1)",5,"{""(1,1,1)"": 5, ""(1,1,2)"": 3, ""(1,1,3)"": 4}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0959736893512e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0959736893512e-06,100,12,6,0,6,0,"(1,1,1)",6,"{""(1,1,1)"": 6, ""(1,1,2)"": 3, ""(1,1,3)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0988224965872941e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0988224965872941e-06,100,12,6,0,6,0,"(1,1,1)",6,"{""(1,1,1)"": 6, ""(1,1,2)"": 3, ""(1,1,3)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1016787088393548e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1016787088393548e-06,100,12,7,0,5,0,"(1,1,1)",7,"{""(1,1,1)"": 7, ""(1,1,2)"": 2, ""(1,1,3)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1047642868829078e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1047642868829078e-06,100,12,7,0,5,0,"(1,1,1)",7,"{""(1,1,1)"": 7, ""(1,1,2)"": 2, ""(1,1,3)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1078585070031268e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1078585070031268e-06,100,12,7,0,5,0,"(1,1,1)",7,"{""(1,1,1)"": 7, ""(1,1,2)"": 2, ""(1,1,3)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1131662210667404e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1131662210667404e-06,100,12,7,0,5,0,"(1,1,1)",7,"{""(1,1,1)"": 7, ""(1,1,2)"": 2, ""(1,1,3)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1184993642157499e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1184993642157499e-06,100,12,7,0,5,0,"(1,1,1)",7,"{""(1,1,1)"": 7, ""(1,1,2)"": 4, ""(1,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1190103117962163e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1190103117962163e-06,100,12,7,0,5,0,"(1,1,1)",7,"{""(1,1,1)"": 7, ""(1,1,2)"": 4, ""(1,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1195214927853358e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1195214927853358e-06,100,12,7,0,5,0,"(1,1,1)",7,"{""(1,1,1)"": 7, ""(1,1,2)"": 4, ""(1,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1198631346333508e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1198631346333508e-06,100,12,7,0,5,0,"(1,1,1)",7,"{""(1,1,1)"": 7, ""(1,1,2)"": 4, ""(1,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1202048807394377e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1202048807394377e-06,100,12,8,0,4,0,"(1,1,1)",8,"{""(1,1,1)"": 8, ""(1,1,2)"": 3, ""(1,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1259091234554816e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1259091234554816e-06,100,12,8,0,4,0,"(1,1,1)",8,"{""(1,1,1)"": 8, ""(1,1,2)"": 3, ""(1,1,3)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1316424129874454e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1316424129874454e-06,100,12,8,0,4,0,"(1,1,1)",8,"{""(1,1,1)"": 8, ""(1,1,2)"": 4}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1367022104261002e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1367022104261002e-06,100,12,8,0,4,0,"(1,1,1)",8,"{""(1,1,1)"": 8, ""(1,1,2)"": 4}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1417846312215915e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1417846312215915e-06,100,12,9,0,3,0,"(1,1,1)",9,"{""(1,1,1)"": 9, ""(1,1,2)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1457015868084696e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1457015868084696e-06,100,12,9,0,3,0,"(1,1,1)",9,"{""(1,1,1)"": 9, ""(1,1,2)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.149631979729018e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.149631979729018e-06,100,12,9,0,3,0,"(1,1,1)",9,"{""(1,1,1)"": 9, ""(1,1,2)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.160115609366295e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.160115609366295e-06,100,12,9,0,3,0,"(1,1,1)",9,"{""(1,1,1)"": 9, ""(1,1,2)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1706948404589157e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1706948404589157e-06,100,12,10,0,2,0,"(1,1,1)",10,"{""(1,1,1)"": 10, ""(1,1,2)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.176708912539394e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.176708912539394e-06,100,12,10,0,2,0,"(1,1,1)",10,"{""(1,1,1)"": 10, ""(1,1,2)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1827538800007514e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1827538800007514e-06,100,12,10,0,2,0,"(1,1,1)",10,"{""(1,1,1)"": 10, ""(1,1,2)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1829983665290658e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1829983665290658e-06,100,12,10,0,2,0,"(1,1,1)",10,"{""(1,1,1)"": 10, ""(1,1,2)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1832429035950818e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1832429035950818e-06,100,12,11,0,1,0,"(1,1,1)",11,"{""(1,1,1)"": 11, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2083959988398664e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2083959988398664e-06,100,12,11,0,1,0,"(1,1,1)",11,"{""(1,1,1)"": 11, ""(1,1,2)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2340837925801765e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2340837925801765e-06,100,12,12,0,0,0,"(1,1,1)",12,"{""(1,1,1)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.3220836049195451e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.3220836049195451e-06,100,12,12,0,0,0,"(1,1,1)",12,"{""(1,1,1)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.4163584911382758e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.4163584911382758e-06,100,12,12,0,0,0,"(1,1,1)",12,"{""(1,1,1)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.7712817427924022e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.7712817427924022e-06,100,12,12,0,0,0,"(1,1,1)",12,"{""(1,1,1)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.2151447052280133e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.2151447052280133e-06,100,12,12,0,0,0,"(1,1,1)",12,"{""(1,1,1)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.2580644572982036e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.2580644572982036e-06,100,12,12,0,0,0,"(1,1,1)",12,"{""(1,1,1)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.3018158052065432e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.3018158052065432e-06,100,12,11,1,0,0,"(1,1,1)",11,"{""(1,0,1)"": 1, ""(1,1,1)"": 11}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.3631582993885087e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.3631582993885087e-06,100,12,11,1,0,0,"(1,1,1)",11,"{""(1,0,1)"": 1, ""(1,1,1)"": 11}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.4261355471350097e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.4261355471350097e-06,100,12,10,2,0,0,"(1,1,1)",10,"{""(1,0,1)"": 2, ""(1,1,1)"": 10}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.4679420105281893e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.4679420105281893e-06,100,12,10,2,0,0,"(1,1,1)",10,"{""(1,0,1)"": 2, ""(1,1,1)"": 10}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.510468870761318e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.510468870761318e-06,100,12,9,3,0,0,"(1,1,1)",9,"{""(1,0,1)"": 3, ""(1,1,1)"": 9}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.5314057509850577e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.5314057509850577e-06,100,12,9,3,0,0,"(1,1,1)",9,"{""(1,0,1)"": 3, ""(1,1,1)"": 9}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.5525172412024158e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.5525172412024158e-06,100,12,8,4,0,0,"(1,1,1)",8,"{""(1,0,1)"": 4, ""(1,1,1)"": 8}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.5820002199284054e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.5820002199284054e-06,100,12,8,4,0,0,"(1,1,1)",8,"{""(1,0,1)"": 4, ""(1,1,1)"": 8}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.611823743282469e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.611823743282469e-06,100,12,7,5,0,0,"(1,1,1)",7,"{""(1,0,1)"": 5, ""(1,1,1)"": 7}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.6659837093812487e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.6659837093812487e-06,100,12,7,5,0,0,"(1,1,1)",7,"{""(1,0,1)"": 5, ""(1,1,1)"": 7}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.721266761191829e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.721266761191829e-06,100,12,6,6,0,0,"(1,0,1)",6,"{""(1,0,1)"": 6, ""(1,1,1)"": 6}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.7394254134294154e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.7394254134294154e-06,100,12,6,6,0,0,"(1,0,1)",6,"{""(1,0,1)"": 6, ""(1,1,1)"": 6}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.757705235945413e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.757705235945413e-06,100,12,5,7,0,0,"(1,0,1)",7,"{""(1,0,1)"": 7, ""(1,1,1)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.7683811212610357e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.7683811212610357e-06,100,12,5,7,0,0,"(1,0,1)",7,"{""(1,0,1)"": 7, ""(1,1,1)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.779098336058064e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.779098336058064e-06,100,12,4,8,0,0,"(1,0,1)",8,"{""(1,0,1)"": 8, ""(1,1,1)"": 4}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.789015964432598e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.789015964432598e-06,100,12,4,8,0,0,"(1,0,1)",8,"{""(1,0,1)"": 8, ""(1,1,1)"": 4}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.79896898534841e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.79896898534841e-06,100,12,4,8,0,0,"(1,0,1)",8,"{""(1,0,1)"": 8, ""(1,1,1)"": 4}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.898070875804301e-06,50,12,0,0,12,0,"(1,3,3)",4,"{""(1,2,3)"": 3, ""(1,3,3)"": 4, ""(2,1,3)"": 3, ""(2,2,3)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,2.898070875804301e-06,100,12,4,8,0,0,"(1,0,1)",8,"{""(1,0,1)"": 8, ""(1,1,1)"": 4}"
