diagnostic_label,c_kappa,N,eligible_saved_replications,Exact,Under_only,Over_only,Mixed,modal_selected_rank,modal_count,selected_rank_distribution
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.612761716566746e-06,50,12,0,12,0,0,"(1,0,0)",10,"{""(1,0,0)"": 10, ""(1,0,1)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.612761716566746e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.688406489618324e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.688406489618324e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.764802912583964e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.764802912583964e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.814397286486705e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.814397286486705e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.864308423345377e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.864308423345377e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.890262789880401e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.890262789880401e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.916302812916413e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.916302812916413e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.932233694862103e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.932233694862103e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.94819663634437e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.94819663634437e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.953776719102833e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.953776719102833e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.95936071939442e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.95936071939442e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.964801427641968e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.964801427641968e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.970245854945263e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.970245854945263e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.982614003380528e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.982614003380528e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.995001344585815e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.995001344585815e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.029618535954034e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.029618535954034e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.06438561471896e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.06438561471896e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.21290720260542e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.21290720260542e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.36416410885613e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.36416410885613e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.454201299825817e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.454201299825817e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.54520770847849e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.54520770847849e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.553254377775594e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.553254377775594e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.561308624288958e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.561308624288958e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.577602765169818e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.577602765169818e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.593927917551218e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.593927917551218e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.622419607230807e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.622419607230807e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.65100575620638e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.65100575620638e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.742905287409222e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.742905287409222e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.835781066238446e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.835781066238446e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.870255453733072e-06,50,12,0,12,0,0,"(1,0,0)",11,"{""(1,0,0)"": 11, ""(1,0,1)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.870255453733072e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.904864349245069e-06,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.904864349245069e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.228189306882033e-06,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.228189306882033e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.563253806429012e-06,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.563253806429012e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.60590482940754e-06,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.60590482940754e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.648746071091743e-06,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.648746071091743e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.659442778279331e-06,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.659442778279331e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.670151343955455e-06,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.670151343955455e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.713537157479399e-06,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.713537157479399e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.757117624504427e-06,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.757117624504427e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.786521565744223e-06,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.786521565744223e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.816014118374564e-06,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.816014118374564e-06,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0106993319111137e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0106993319111137e-05,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.040659810801825e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.040659810801825e-05,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0411969704275815e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0411969704275815e-05,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0417344073201842e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0417344073201842e-05,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0611996619873575e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0611996619873575e-05,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0810286332953516e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0810286332953516e-05,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.115534801478352e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.115534801478352e-05,100,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.151142398065745e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.151142398065745e-05,100,12,0,12,0,0,"(1,0,0)",11,"{""(0,0,0)"": 1, ""(1,0,0)"": 11}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1582998527659195e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1582998527659195e-05,100,12,0,12,0,0,"(1,0,0)",11,"{""(0,0,0)"": 1, ""(1,0,0)"": 11}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.165501810351116e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.165501810351116e-05,100,12,0,12,0,0,"(1,0,0)",11,"{""(0,0,0)"": 1, ""(1,0,0)"": 11}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1802040269809553e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1802040269809553e-05,100,12,0,12,0,0,"(1,0,0)",11,"{""(0,0,0)"": 1, ""(1,0,0)"": 11}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1950917046473292e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.1950917046473292e-05,100,12,0,12,0,0,"(1,0,0)",10,"{""(0,0,0)"": 2, ""(1,0,0)"": 10}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.200500274972762e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.200500274972762e-05,100,12,0,12,0,0,"(1,0,0)",9,"{""(0,0,0)"": 3, ""(1,0,0)"": 9}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2059333226105647e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2059333226105647e-05,100,12,0,12,0,0,"(1,0,0)",9,"{""(0,0,0)"": 3, ""(1,0,0)"": 9}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.215257748446379e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.215257748446379e-05,100,12,0,12,0,0,"(1,0,0)",8,"{""(0,0,0)"": 4, ""(1,0,0)"": 8}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2246542718978222e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2246542718978222e-05,100,12,0,12,0,0,"(1,0,0)",7,"{""(0,0,0)"": 5, ""(1,0,0)"": 7}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2258418708497694e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2258418708497694e-05,100,12,0,12,0,0,"(1,0,0)",7,"{""(0,0,0)"": 5, ""(1,0,0)"": 7}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2270306214665603e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2270306214665603e-05,100,12,0,12,0,0,"(0,0,0)",6,"{""(0,0,0)"": 6, ""(1,0,0)"": 6}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2425802297997014e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2425802297997014e-05,100,12,0,12,0,0,"(0,0,0)",7,"{""(0,0,0)"": 7, ""(1,0,0)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.25832689134006e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.25832689134006e-05,100,12,0,12,0,0,"(0,0,0)",7,"{""(0,0,0)"": 7, ""(1,0,0)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2714157000475143e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2714157000475143e-05,100,12,0,12,0,0,"(0,0,0)",7,"{""(0,0,0)"": 7, ""(1,0,0)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2846406553433942e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2846406553433942e-05,100,12,0,12,0,0,"(0,0,0)",7,"{""(0,0,0)"": 7, ""(1,0,0)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2976526500625167e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.2976526500625167e-05,100,12,0,12,0,0,"(0,0,0)",7,"{""(0,0,0)"": 7, ""(1,0,0)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.3107964419545423e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.3107964419545423e-05,100,12,0,12,0,0,"(0,0,0)",7,"{""(0,0,0)"": 7, ""(1,0,0)"": 5}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.3312943758420912e-05,50,12,0,12,0,0,"(1,0,0)",12,"{""(1,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.3312943758420912e-05,100,12,0,12,0,0,"(0,0,0)",8,"{""(0,0,0)"": 8, ""(1,0,0)"": 4}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.3521128517148104e-05,50,12,0,12,0,0,"(1,0,0)",11,"{""(0,0,0)"": 1, ""(1,0,0)"": 11}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.3521128517148104e-05,100,12,0,12,0,0,"(0,0,0)",9,"{""(0,0,0)"": 9, ""(1,0,0)"": 3}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.3726464781653333e-05,50,12,0,12,0,0,"(1,0,0)",11,"{""(0,0,0)"": 1, ""(1,0,0)"": 11}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.3726464781653333e-05,100,12,0,12,0,0,"(0,0,0)",10,"{""(0,0,0)"": 10, ""(1,0,0)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.3934919349595107e-05,50,12,0,12,0,0,"(1,0,0)",11,"{""(0,0,0)"": 1, ""(1,0,0)"": 11}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.3934919349595107e-05,100,12,0,12,0,0,"(0,0,0)",10,"{""(0,0,0)"": 10, ""(1,0,0)"": 2}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.4323809584591616e-05,50,12,0,12,0,0,"(1,0,0)",11,"{""(0,0,0)"": 1, ""(1,0,0)"": 11}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.4323809584591616e-05,100,12,0,12,0,0,"(0,0,0)",11,"{""(0,0,0)"": 11, ""(1,0,0)"": 1}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.4723552814936105e-05,50,12,0,12,0,0,"(1,0,0)",11,"{""(0,0,0)"": 1, ""(1,0,0)"": 11}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.4723552814936105e-05,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.4869997420067816e-05,50,12,0,12,0,0,"(1,0,0)",11,"{""(0,0,0)"": 1, ""(1,0,0)"": 11}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.4869997420067816e-05,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.5017898604507643e-05,50,12,0,12,0,0,"(1,0,0)",10,"{""(0,0,0)"": 2, ""(1,0,0)"": 10}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.5017898604507643e-05,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.6497297972283835e-05,50,12,0,12,0,0,"(1,0,0)",10,"{""(0,0,0)"": 2, ""(1,0,0)"": 10}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.6497297972283835e-05,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.8122431610014395e-05,50,12,0,12,0,0,"(1,0,0)",10,"{""(0,0,0)"": 2, ""(1,0,0)"": 10}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.8122431610014395e-05,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.519434788547985e-05,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,3.519434788547985e-05,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.834856103966262e-05,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,6.834856103966262e-05,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.489815910927794e-05,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,7.489815910927794e-05,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.207538172900801e-05,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.207538172900801e-05,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.832927560592651e-05,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,8.832927560592651e-05,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
