semantic_replication_id,dgp,N,T,true_rank,replication,start_1_objective,start_2_objective,start_3_objective,best_finite_objective,worst_finite_objective,absolute_objective_spread_all_finite,relative_objective_spread_all_finite,best_start_number,valid_start_count,best_valid_objective,second_valid_objective,worst_accepted_finite_objective,best_two_valid_objective_gap,objective_agreement_tolerance,same_solution_all_starts_under_tolerance,objective_agreement_pass
dgp3_N100_T200_r00000_truth1-1-1,3,100,200,"(1,1,1)",0,1.3867633551375946,1.3870314708716722,1.3882175770104357,1.3867633551375946,1.3882175770104357,0.001454221872841055,0.001048644577644444,1,0,,,,,1e-06,False,False
dgp3_N100_T200_r00000_truth2-1-1,3,100,200,"(2,1,1)",0,0.2513879325305751,0.25211542819646904,0.25158730201804985,0.2513879325305751,0.25211542819646904,0.000727495665893918,0.000727495665893918,1,0,,,,,1e-06,False,False
dgp3_N100_T200_r00001_truth1-0-2,3,100,200,"(1,0,2)",1,0.3377426469134662,0.336555961686735,0.337422964964206,0.336555961686735,0.3377426469134662,0.00118668522673121,0.00118668522673121,2,0,,,,,1e-06,False,False
dgp3_N100_T200_r00001_truth1-1-1,3,100,200,"(1,1,1)",1,1.4974765944279036,1.4952259631980311,1.496415625579012,1.4952259631980311,1.4974765944279036,0.0022506312298724573,0.00150521144313114,2,0,,,,,1e-06,False,False
dgp3_N100_T200_r00001_truth2-1-1,3,100,200,"(2,1,1)",1,0.2563675907037742,0.25687589398739785,0.25625744081105484,0.25625744081105484,0.25687589398739785,0.0006184531763430146,0.0006184531763430146,3,1,0.25625744081105484,,0.25625744081105484,,1e-06,False,False
dgp3_N100_T200_r00002_truth1-0-2,3,100,200,"(1,0,2)",2,0.3395721099770807,0.3383900031449402,0.3391574798371812,0.3383900031449402,0.3395721099770807,0.0011821068321404837,0.0011821068321404837,2,0,,,,,1e-06,False,False
dgp3_N100_T200_r00002_truth1-1-1,3,100,200,"(1,1,1)",2,1.5265892562834233,1.5296520265478653,1.5330917434429059,1.5265892562834233,1.5330917434429059,0.0065024871594825395,0.00425948704454612,1,0,,,,,1e-06,False,False
dgp3_N100_T200_r00002_truth2-1-1,3,100,200,"(2,1,1)",2,0.24586300486617502,0.2460381366460254,0.2453356374712469,0.2453356374712469,0.2460381366460254,0.0007024991747784926,0.0007024991747784926,3,0,,,,,1e-06,False,False
dgp3_N200_T100_r00000_truth1-0-2,3,200,100,"(1,0,2)",0,0.3284748237995302,0.32603799921217996,0.32649417122065805,0.32603799921217996,0.3284748237995302,0.002436824587350228,0.002436824587350228,2,0,,,,,1e-06,False,False
dgp3_N200_T100_r00000_truth1-1-1,3,200,100,"(1,1,1)",0,1.7541879836059961,1.7544050608041692,1.7476454126923897,1.7476454126923897,1.7544050608041692,0.006759648111779537,0.0038678601864469463,3,0,,,,,1e-06,False,False
dgp3_N200_T100_r00000_truth2-1-1,3,200,100,"(2,1,1)",0,0.25981619486649743,0.25956904012050064,0.259900244423656,0.25956904012050064,0.259900244423656,0.00033120430315536353,0.00033120430315536353,2,0,,,,,1e-06,False,False
dgp3_N200_T100_r00001_truth1-0-2,3,200,100,"(1,0,2)",1,0.3383346976035656,0.3383231975174164,0.3397051226986374,0.3383231975174164,0.3397051226986374,0.0013819251812209887,0.0013819251812209887,2,0,,,,,1e-06,False,False
dgp3_N200_T100_r00001_truth1-1-1,3,200,100,"(1,1,1)",1,1.7272251734151112,1.7260815590473197,1.7265927269319694,1.7260815590473197,1.7272251734151112,0.0011436143677914234,0.0006625494385228362,2,2,1.7265927269319694,1.7272251734151112,1.7272251734151112,0.00036629743266993213,1e-06,False,False
dgp3_N200_T100_r00001_truth2-1-1,3,200,100,"(2,1,1)",1,0.26283289000951127,0.26255739666866995,0.26307015212133644,0.26255739666866995,0.26307015212133644,0.0005127554526664913,0.0005127554526664913,2,0,,,,,1e-06,False,False
dgp3_N200_T100_r00002_truth1-0-2,3,200,100,"(1,0,2)",2,0.3403812632037165,0.33967394063506856,0.34152329121638525,0.33967394063506856,0.34152329121638525,0.0018493505813166888,0.0018493505813166888,2,0,,,,,1e-06,False,False
dgp3_N200_T100_r00002_truth1-1-1,3,200,100,"(1,1,1)",2,1.6798143779673067,1.6816314564169856,1.681058755133453,1.6798143779673067,1.6816314564169856,0.0018170784496789327,0.0010817138330948954,1,2,1.6798143779673067,1.681058755133453,1.681058755133453,0.0007407825426831513,1e-06,False,False
dgp3_N200_T100_r00002_truth2-1-1,3,200,100,"(2,1,1)",2,0.26612809033230134,0.26531341116519125,0.2653735514113009,0.26531341116519125,0.26612809033230134,0.0008146791671100884,0.0008146791671100884,2,0,,,,,1e-06,False,False
dgp3_N200_T200_r00000_truth1-0-2,3,200,200,"(1,0,2)",0,0.3801823778525791,0.38010713287719045,0.3803646584441767,0.38010713287719045,0.3803646584441767,0.00025752556698627194,0.00025752556698627194,2,0,,,,,1e-06,False,False
dgp3_N200_T200_r00000_truth1-1-1,3,200,200,"(1,1,1)",0,1.8569226937615095,1.8553810921919218,1.8580165292161825,1.8553810921919218,1.8580165292161825,0.002635437024260723,0.001420428954111661,2,0,,,,,1e-06,False,False
dgp3_N200_T200_r00000_truth2-1-1,3,200,200,"(2,1,1)",0,0.2981643956668385,0.2979946463838148,0.2985245935887901,0.2979946463838148,0.2985245935887901,0.0005299472049752896,0.0005299472049752896,2,0,,,,,1e-06,False,False
dgp3_N200_T200_r00001_truth1-0-2,3,200,200,"(1,0,2)",1,0.38348865402621124,0.3833428395164761,0.3829207142790299,0.3829207142790299,0.38348865402621124,0.0005679397471813341,0.0005679397471813341,3,0,,,,,1e-06,False,False
dgp3_N200_T200_r00001_truth1-1-1,3,200,200,"(1,1,1)",1,1.8841883776895192,1.8894069070162398,1.8843045000773826,1.8841883776895192,1.8894069070162398,0.005218529326720622,0.002769643093287641,1,1,1.8841883776895192,,1.8841883776895192,,1e-06,False,False
dgp3_N200_T200_r00001_truth2-1-1,3,200,200,"(2,1,1)",1,0.28251277463486196,0.28252132621663256,0.28322405149304863,0.28251277463486196,0.28322405149304863,0.0007112768581866713,0.0007112768581866713,1,1,0.28251277463486196,,0.28251277463486196,,1e-06,False,False
dgp3_N200_T200_r00002_truth1-0-2,3,200,200,"(1,0,2)",2,0.3763262346781432,0.3769551505742318,0.3766530018087825,0.3763262346781432,0.3769551505742318,0.0006289158960885999,0.0006289158960885999,1,0,,,,,1e-06,False,False
dgp3_N200_T200_r00002_truth1-1-1,3,200,200,"(1,1,1)",2,1.9182443919431156,1.9160240192719917,1.9167870082278302,1.9160240192719917,1.9182443919431156,0.002220372671123849,0.0011588438604060386,2,1,1.9160240192719917,,1.9160240192719917,,1e-06,False,False
dgp3_N200_T200_r00002_truth2-1-1,3,200,200,"(2,1,1)",2,0.28701108329224134,0.28735660526098294,0.28669080493004706,0.28669080493004706,0.28735660526098294,0.000665800330935884,0.000665800330935884,3,0,,,,,1e-06,False,False
dgp3_N50_T50_r00000_truth1-0-2,3,50,50,"(1,0,2)",0,0.14755528445426144,0.15167103465622941,0.14687309215346164,0.14687309215346164,0.15167103465622941,0.004797942502767771,0.004797942502767771,3,0,,,,,1e-06,False,False
dgp3_N50_T50_r00000_truth1-1-1,3,50,50,"(1,1,1)",0,0.6230284131166643,0.6223688555121779,0.6196728608132507,0.6196728608132507,0.6230284131166643,0.003355552303413667,0.003355552303413667,3,0,,,,,1e-06,False,False
dgp3_N50_T50_r00000_truth2-1-1,3,50,50,"(2,1,1)",0,0.10428511862030107,0.10455961022784487,0.10243865179868762,0.10243865179868762,0.10455961022784487,0.0021209584291572436,0.0021209584291572436,3,0,,,,,1e-06,False,False
dgp3_N50_T50_r00001_truth1-0-2,3,50,50,"(1,0,2)",1,0.13679942604694226,0.14061258156075673,0.137227821614352,0.13679942604694226,0.14061258156075673,0.0038131555138144757,0.0038131555138144757,1,0,,,,,1e-06,False,False
dgp3_N50_T50_r00001_truth1-1-1,3,50,50,"(1,1,1)",1,0.6101697345934727,0.5985845792955392,0.5970988460582484,0.5970988460582484,0.6101697345934727,0.013070888535224312,0.013070888535224312,3,0,,,,,1e-06,False,False
dgp3_N50_T50_r00001_truth2-1-1,3,50,50,"(2,1,1)",1,0.09298303558811048,0.09554306372728327,0.09320955902218633,0.09298303558811048,0.09554306372728327,0.0025600281391727903,0.0025600281391727903,1,0,,,,,1e-06,False,False
dgp3_N50_T50_r00002_truth1-0-2,3,50,50,"(1,0,2)",2,0.14546486757971766,0.13852728640847464,0.1487949220641692,0.13852728640847464,0.1487949220641692,0.010267635655694551,0.010267635655694551,2,0,,,,,1e-06,False,False
dgp3_N50_T50_r00002_truth1-1-1,3,50,50,"(1,1,1)",2,0.555012327733156,0.5585322458917299,0.5682526196888789,0.555012327733156,0.5682526196888789,0.01324029195572285,0.01324029195572285,1,1,0.5682526196888789,,0.5682526196888789,,1e-06,False,False
dgp3_N50_T50_r00002_truth2-1-1,3,50,50,"(2,1,1)",2,0.09867882279737475,0.09986505295982728,0.10098351571720092,0.09867882279737475,0.10098351571720092,0.0023046929198261706,0.0023046929198261706,1,0,,,,,1e-06,False,False
dgp4_N100_T100_r00000_truth1-0-2,4,100,100,"(1,0,2)",0,0.27160675344597873,0.2695055792515328,0.26847386290339975,0.26847386290339975,0.27160675344597873,0.003132890542578981,0.003132890542578981,3,0,,,,,1e-06,False,False
dgp4_N100_T100_r00000_truth1-1-1,4,100,100,"(1,1,1)",0,1.1549924467684485,1.1481502800991539,1.1439641926720272,1.1439641926720272,1.1549924467684485,0.011028254096421275,0.009640383997214027,3,0,,,,,1e-06,False,False
dgp4_N100_T100_r00000_truth2-1-1,4,100,100,"(2,1,1)",0,0.22024317813444605,0.21999033772947488,0.22003271448739284,0.21999033772947488,0.22024317813444605,0.0002528404049711719,0.0002528404049711719,2,0,,,,,1e-06,False,False
dgp4_N100_T100_r00001_truth1-0-2,4,100,100,"(1,0,2)",1,0.284033676623368,0.28491525350494695,0.2846620586729871,0.284033676623368,0.28491525350494695,0.0008815768815789715,0.0008815768815789715,1,0,,,,,1e-06,False,False
dgp4_N100_T100_r00001_truth1-1-1,4,100,100,"(1,1,1)",1,1.0912642327647357,1.0865006302565934,1.0827929855493514,1.0827929855493514,1.0912642327647357,0.008471247215384281,0.007823515047141186,3,0,,,,,1e-06,False,False
dgp4_N100_T100_r00001_truth2-1-1,4,100,100,"(2,1,1)",1,0.21876661395962102,0.21934962513674536,0.21725956462597515,0.21725956462597515,0.21934962513674536,0.0020900605107702086,0.0020900605107702086,3,1,0.21725956462597515,,0.21725956462597515,,1e-06,False,False
dgp4_N100_T100_r00002_truth1-0-2,4,100,100,"(1,0,2)",2,0.3029740510435506,0.3007258001181921,0.3020516414447665,0.3007258001181921,0.3029740510435506,0.0022482509253584637,0.0022482509253584637,2,1,0.3007258001181921,,0.3007258001181921,,1e-06,False,False
dgp4_N100_T100_r00002_truth1-1-1,4,100,100,"(1,1,1)",2,1.149645329785179,1.1554057526424684,1.1521263406676576,1.149645329785179,1.1554057526424684,0.005760422857289393,0.005010608670385133,1,0,,,,,1e-06,False,False
dgp4_N100_T100_r00002_truth2-1-1,4,100,100,"(2,1,1)",2,0.22120779048457853,0.22107102680056906,0.22105168096397243,0.22105168096397243,0.22120779048457853,0.0001561095206061014,0.0001561095206061014,3,1,0.22105168096397243,,0.22105168096397243,,1e-06,False,False
dgp4_N100_T200_r00000_truth1-0-2,4,100,200,"(1,0,2)",0,0.3421234593775975,0.3419556348151657,0.34084371120374624,0.34084371120374624,0.3421234593775975,0.0012797481738512917,0.0012797481738512917,3,1,0.34084371120374624,,0.34084371120374624,,1e-06,False,False
dgp4_N100_T200_r00000_truth1-1-1,4,100,200,"(1,1,1)",0,1.3211703970565654,1.3212196548750965,1.3208918040726059,1.3208918040726059,1.3212196548750965,0.0003278508024906479,0.0002482041310876563,3,1,1.3208918040726059,,1.3208918040726059,,1e-06,False,False
dgp4_N100_T200_r00000_truth2-1-1,4,100,200,"(2,1,1)",0,0.23942144450657807,0.2400590397645698,0.23935005815160193,0.23935005815160193,0.2400590397645698,0.0007089816129678683,0.0007089816129678683,3,0,,,,,1e-06,False,False
dgp4_N100_T200_r00001_truth1-0-2,4,100,200,"(1,0,2)",1,0.3221673018908029,0.3226761649086093,0.322307833096293,0.3221673018908029,0.3226761649086093,0.0005088630178063935,0.0005088630178063935,1,0,,,,,1e-06,False,False
dgp4_N100_T200_r00001_truth1-1-1,4,100,200,"(1,1,1)",1,1.2251350894014903,1.2257798393405797,1.2238952010127462,1.2238952010127462,1.2257798393405797,0.0018846383278334766,0.001539869039664491,3,0,,,,,1e-06,False,False
dgp4_N100_T200_r00001_truth2-1-1,4,100,200,"(2,1,1)",1,0.22928703621895297,0.22881366324811497,0.22813069932209745,0.22813069932209745,0.22928703621895297,0.0011563368968555143,0.0011563368968555143,3,0,,,,,1e-06,False,False
dgp4_N100_T200_r00002_truth1-0-2,4,100,200,"(1,0,2)",2,0.34542927969027526,0.34484335461554033,0.34527075157567094,0.34484335461554033,0.34542927969027526,0.0005859250747349276,0.0005859250747349276,2,0,,,,,1e-06,False,False
dgp4_N100_T200_r00002_truth1-1-1,4,100,200,"(1,1,1)",2,1.3707165954449463,1.3705073756515558,1.3689518214626586,1.3689518214626586,1.3707165954449463,0.0017647739822876929,0.0012891425064193403,3,1,1.3705073756515558,,1.3705073756515558,,1e-06,False,False
dgp4_N100_T200_r00002_truth2-1-1,4,100,200,"(2,1,1)",2,0.22782577155249442,0.2272305977078585,0.22638057007084467,0.22638057007084467,0.22782577155249442,0.001445201481649755,0.001445201481649755,3,0,,,,,1e-06,False,False
dgp4_N200_T100_r00000_truth1-0-2,4,200,100,"(1,0,2)",0,0.352116881093732,0.3519887099889816,0.35233489809833735,0.3519887099889816,0.35233489809833735,0.0003461881093557717,0.0003461881093557717,2,0,,,,,1e-06,False,False
dgp4_N200_T100_r00000_truth1-1-1,4,200,100,"(1,1,1)",0,1.4068263763195974,1.4056307863297446,1.404687707882844,1.404687707882844,1.4068263763195974,0.002138668436753477,0.0015225223547922224,3,1,1.404687707882844,,1.404687707882844,,1e-06,False,False
dgp4_N200_T100_r00000_truth2-1-1,4,200,100,"(2,1,1)",0,0.2585811548483676,0.2570402909887778,0.25782306012210476,0.2570402909887778,0.2585811548483676,0.0015408638595897917,0.0015408638595897917,2,0,,,,,1e-06,False,False
dgp4_N200_T100_r00001_truth1-0-2,4,200,100,"(1,0,2)",1,0.34300553448486243,0.3418602547838331,0.3426869756708488,0.3418602547838331,0.34300553448486243,0.0011452797010293447,0.0011452797010293447,2,0,,,,,1e-06,False,False
dgp4_N200_T100_r00001_truth1-1-1,4,200,100,"(1,1,1)",1,1.4554385708243172,1.4568856058924513,1.4571538184434925,1.4554385708243172,1.4571538184434925,0.0017152476191752974,0.0011785091130323915,1,1,1.4554385708243172,,1.4554385708243172,,1e-06,False,False
dgp4_N200_T100_r00001_truth2-1-1,4,200,100,"(2,1,1)",1,0.24369860029203483,0.24452551491862254,0.24334863010274244,0.24334863010274244,0.24452551491862254,0.0011768848158801026,0.0011768848158801026,3,0,,,,,1e-06,False,False
dgp4_N200_T100_r00002_truth1-0-2,4,200,100,"(1,0,2)",2,0.32893623043215137,0.33031490153023546,0.32936027409317914,0.32893623043215137,0.33031490153023546,0.0013786710980840944,0.0013786710980840944,1,0,,,,,1e-06,False,False
dgp4_N200_T100_r00002_truth1-1-1,4,200,100,"(1,1,1)",2,1.4114117150063081,1.412259109748384,1.4119693183135997,1.4114117150063081,1.412259109748384,0.0008473947420759576,0.0006003880604548973,1,1,1.4119693183135997,,1.4119693183135997,,1e-06,False,False
dgp4_N200_T100_r00002_truth2-1-1,4,200,100,"(2,1,1)",2,0.2519077439852426,0.2515051984258627,0.25236086813412123,0.2515051984258627,0.25236086813412123,0.0008556697082585107,0.0008556697082585107,2,0,,,,,1e-06,False,False
dgp4_N200_T200_r00000_truth1-0-2,4,200,200,"(1,0,2)",0,0.3843353995989551,0.3839651555947719,0.38451050764378614,0.3839651555947719,0.38451050764378614,0.0005453520490142361,0.0005453520490142361,2,0,,,,,1e-06,False,False
dgp4_N200_T200_r00000_truth1-1-1,4,200,200,"(1,1,1)",0,1.5550299992549397,1.5569658716361126,1.559773719822702,1.5550299992549397,1.559773719822702,0.0047437205677622885,0.0030505653074443216,1,0,,,,,1e-06,False,False
dgp4_N200_T200_r00000_truth2-1-1,4,200,200,"(2,1,1)",0,0.2740694856985076,0.2741444372459135,0.27438127837225684,0.2740694856985076,0.27438127837225684,0.000311792673749256,0.000311792673749256,1,1,0.27438127837225684,,0.27438127837225684,,1e-06,False,False
dgp4_N200_T200_r00001_truth1-0-2,4,200,200,"(1,0,2)",1,0.3890854723649286,0.38915857404018983,0.38914021605716587,0.3890854723649286,0.38915857404018983,7.310167526125566e-05,7.310167526125566e-05,1,0,,,,,1e-06,False,False
dgp4_N200_T200_r00001_truth1-1-1,4,200,200,"(1,1,1)",1,1.5664934636817611,1.5664077590624852,1.568467731952804,1.5664077590624852,1.568467731952804,0.002059972890318784,0.0013150936455726598,2,0,,,,,1e-06,False,False
dgp4_N200_T200_r00001_truth2-1-1,4,200,200,"(2,1,1)",1,0.28103054646428577,0.28123189083007333,0.28109366609591097,0.28103054646428577,0.28123189083007333,0.0002013443657875591,0.0002013443657875591,1,0,,,,,1e-06,False,False
dgp4_N200_T200_r00002_truth1-0-2,4,200,200,"(1,0,2)",2,0.38985648318976773,0.38894991078222946,0.3886707665171809,0.3886707665171809,0.38985648318976773,0.001185716672586823,0.001185716672586823,3,0,,,,,1e-06,False,False
dgp4_N200_T200_r00002_truth1-1-1,4,200,200,"(1,1,1)",2,1.5465406555744237,1.5470549783718286,1.5461636956567808,1.5461636956567808,1.5470549783718286,0.000891282715047792,0.0005764478350846235,3,1,1.5461636956567808,,1.5461636956567808,,1e-06,False,False
dgp4_N200_T200_r00002_truth2-1-1,4,200,200,"(2,1,1)",2,0.2827493769917177,0.282293011666121,0.28299856470038587,0.282293011666121,0.28299856470038587,0.0007055530342648941,0.0007055530342648941,2,0,,,,,1e-06,False,False
dgp4_N50_T50_r00000_truth1-0-2,4,50,50,"(1,0,2)",0,0.12410147861228896,0.12732055309726667,0.12200550162335151,0.12200550162335151,0.12732055309726667,0.005315051473915158,0.005315051473915158,3,0,,,,,1e-06,False,False
dgp4_N50_T50_r00000_truth1-1-1,4,50,50,"(1,1,1)",0,0.8534698637918016,0.885029554646428,0.8385527286138041,0.8385527286138041,0.885029554646428,0.04647682603262382,0.04647682603262382,3,0,,,,,1e-06,False,False
dgp4_N50_T50_r00000_truth2-1-1,4,50,50,"(2,1,1)",0,0.10073323743174052,0.10418198662948175,0.10216312014344582,0.10073323743174052,0.10418198662948175,0.003448749197741227,0.003448749197741227,1,0,,,,,1e-06,False,False
dgp4_N50_T50_r00001_truth1-0-2,4,50,50,"(1,0,2)",1,0.13565328406611887,0.13556433990350966,0.13542498927027663,0.13542498927027663,0.13565328406611887,0.00022829479584224321,0.00022829479584224321,3,1,0.13542498927027663,,0.13542498927027663,,1e-06,False,False
dgp4_N50_T50_r00001_truth1-1-1,4,50,50,"(1,1,1)",1,0.7984531068844383,0.815721262524109,0.8121694764350316,0.7984531068844383,0.815721262524109,0.017268155639670768,0.017268155639670768,1,0,,,,,1e-06,False,False
dgp4_N50_T50_r00001_truth2-1-1,4,50,50,"(2,1,1)",1,0.1115022381851097,0.11297682616452893,0.11261621367606767,0.1115022381851097,0.11297682616452893,0.0014745879794192396,0.0014745879794192396,1,0,,,,,1e-06,False,False
dgp4_N50_T50_r00002_truth1-0-2,4,50,50,"(1,0,2)",2,0.1481721022353128,0.15130122696359127,0.1496423405728941,0.1481721022353128,0.15130122696359127,0.003129124728278476,0.003129124728278476,1,0,,,,,1e-06,False,False
dgp4_N50_T50_r00002_truth1-1-1,4,50,50,"(1,1,1)",2,0.7088560019236295,0.703731378713133,0.6862256358967127,0.6862256358967127,0.7088560019236295,0.022630366026916815,0.022630366026916815,3,0,,,,,1e-06,False,False
dgp4_N50_T50_r00002_truth2-1-1,4,50,50,"(2,1,1)",2,0.10443213294074184,0.10285137519996783,0.10417710495560213,0.10285137519996783,0.10443213294074184,0.0015807577407740137,0.0015807577407740137,2,0,,,,,1e-06,False,False
